 LED calibration
Run: 

Gain - PMT gain divided by 10^5
K_adc - conversion factor of MAROC channel (input charge in fC to ADC codes)
1pe, code - single photoelectron amplitude in ADC codes
Rel_sens - relative sensitivity of pixel

Cluster     Channel        Gain       K_adc   1pe, code    Rel_sens
15        20         0         0      39.3       0.7
15        21         0         0      1.71       0.7
15        22         0         0     33.76      0.72
15        23         0         0      2.15      0.72
15        24         0         0     31.24      0.78
15        25         0         0      1.51      0.78
15        26         0         0     25.03      1.02
15        27         0         0      1.35      1.02
15        28         0         0     29.26      0.91
15        29         0         0      1.64      0.91
15        30         0         0     29.63      0.87
15        31         0         0      1.29      0.87
15        32         0         0     46.08      0.63
15        33         0         0      1.77      0.63
15        34         0         0     36.75      0.69
15        35         0         0      1.85      0.69
15        36         0         0     29.31      0.87
15        37         0         0      1.64      0.87
15        38         0         0     26.69      1.05
15        39         0         0      1.22      1.05
15        40         0         0     25.53      0.96
15        41         0         0      1.03      0.96
15        42         0         0     26.34      1.04
15        43         0         0      1.92      1.04
15        44         0         0     29.42      0.86
15        45         0         0      1.79      0.86
15        46         0         0     25.55       1.0
15        47         0         0      1.32       1.0
15        48         0         0     30.96      0.85
15        49         0         0      1.45      0.85
15        50         0         0     34.59       0.8
15        51         0         0      1.61       0.8
15        52         0         0     30.41      0.84
15        53         0         0      1.69      0.84
15        54         0         0      26.2      1.02
15        55         0         0      1.11      1.02
15        56         0         0     35.32      0.74
15        57         0         0      1.73      0.74
15        58         0         0     26.92      0.91
15        59         0         0      1.55      0.91
16         4         0         0     29.91      1.04
16         5         0         0      1.02      1.04
16         6         0         0     28.79      1.18
16         7         0         0      0.91      1.18
16         8         0         0      26.1      1.13
16         9         0         0      1.13      1.13
16        10         0         0     27.28      1.09
16        11         0         0      1.09      1.09
16        12         0         0     28.96      1.13
16        13         0         0      1.28      1.13
16        14         0         0     28.79      1.11
16        15         0         0      0.72      1.11
16        16         0         0     28.13      1.13
16        17         0         0      1.15      1.13
16        18         0         0     25.89      1.24
16        19         0         0      1.21      1.24
16        20         0         0     24.53      1.27
16        21         0         0       1.1      1.27
16        22         0         0     25.52      1.28
16        23         0         0      1.21      1.28
16        24         0         0     24.96      1.15
16        25         0         0      1.11      1.15
16        26         0         0     25.69      1.19
16        27         0         0      1.26      1.19
16        28         0         0     31.62      1.03
16        29         0         0      0.87      1.03
16        30         0         0     23.32      1.17
16        31         0         0      0.97      1.17
16        32         0         0     28.67      1.01
16        33         0         0      0.83      1.01
16        34         0         0     34.08      0.89
16        35         0         0      1.07      0.89
16        36         0         0     30.36      1.01
16        37         0         0      1.31      1.01
16        38         0         0     34.45      0.87
16        39         0         0      1.19      0.87
16        40         0         0     29.14      0.98
16        41         0         0      0.76      0.98
16        42         0         0     30.84      0.97
16        43         0         0      0.99      0.97
16        44         0         0     24.79      1.23
16        45         0         0      1.03      1.23
16        46         0         0     26.85       1.1
16        47         0         0      0.87       1.1
16        48         0         0      32.6      0.95
16        49         0         0      1.52      0.95
16        50         0         0     25.45      1.15
16        51         0         0      0.95      1.15
16        52         0         0     25.89      1.16
16        53         0         0      0.99      1.16
16        54         0         0     24.47      1.19
16        55         0         0      0.88      1.19
16        56         0         0     41.08      0.75
16        57         0         0      0.97      0.75
16        58         0         0     31.87      0.98
16        59         0         0       1.3      0.98
17         6         0         0     26.61      0.88
17         7         0         0      1.43      0.88
17        10         0         0     27.86      0.84
17        11         0         0      1.48      0.84
17        14         0         0     42.92      0.56
17        15         0         0      2.74      0.56
17        18         0         0     22.02      1.02
17        19         0         0      1.26      1.02
17        22         0         0     26.25      0.87
17        23         0         0      1.55      0.87
17        26         0         0     26.07      0.85
17        27         0         0      1.64      0.85
17        30         0         0     25.98      0.88
17        31         0         0      1.45      0.88
17        32         0         0     39.11      0.67
17        33         0         0      2.07      0.67
17        34         0         0     26.36      0.84
17        35         0         0      1.72      0.84
17        36         0         0     26.68      0.93
17        37         0         0      1.65      0.93
17        38         0         0     28.64      0.88
17        39         0         0      1.52      0.88
17        40         0         0     32.85      0.77
17        41         0         0      1.19      0.77
17        42         0         0     29.68      0.82
17        43         0         0      1.47      0.82
17        44         0         0     34.27      0.75
17        45         0         0      2.08      0.75
17        46         0         0     21.94       1.1
17        47         0         0      1.84       1.1
17        48         0         0     23.83      1.05
17        49         0         0      1.59      1.05
17        50         0         0     37.47      0.67
17        51         0         0       2.3      0.67
17        52         0         0     35.69      0.73
17        53         0         0      2.32      0.73
17        54         0         0     31.82      0.72
17        55         0         0      1.54      0.72
17        56         0         0     35.09      0.76
17        57         0         0      1.79      0.76
17        58         0         0     28.87      0.82
17        59         0         0      1.62      0.82
18         6         0         0     27.55      0.92
18         7         0         0      1.54      0.92
18        10         0         0     33.15      0.79
18        11         0         0       2.3      0.79
18        14         0         0     32.27      0.74
18        15         0         0      2.22      0.74
18        18         0         0     23.56      1.06
18        19         0         0      1.61      1.06
18        22         0         0     19.63      1.17
18        23         0         0      1.47      1.17
18        26         0         0     37.37      0.66
18        27         0         0      3.13      0.66
18        30         0         0     30.49      0.73
18        31         0         0      1.87      0.73
18        32         0         0     25.05       0.9
18        33         0         0       1.6       0.9
18        34         0         0     21.81      1.11
18        35         0         0      1.13      1.11
18        36         0         0     25.52      0.98
18        37         0         0       1.5      0.98
18        38         0         0     21.93      1.02
18        39         0         0       1.3      1.02
18        40         0         0     27.67       0.9
18        41         0         0      1.48       0.9
18        42         0         0     20.86      1.13
18        43         0         0      2.01      1.13
18        44         0         0     21.18      1.14
18        45         0         0       2.2      1.14
18        46         0         0     22.62      0.98
18        47         0         0      1.11      0.98
18        48         0         0     25.82      0.91
18        49         0         0      1.86      0.91
18        50         0         0     28.01      0.78
18        51         0         0      1.43      0.78
18        52         0         0      26.3      0.97
18        53         0         0      1.27      0.97
18        54         0         0     30.46      0.76
18        55         0         0      1.94      0.76
18        56         0         0     23.64      1.03
18        57         0         0      1.46      1.03
18        58         0         0      27.1      0.86
18        59         0         0      1.67      0.86
19         4         0         0     30.72      0.66
19         5         0         0      1.46      0.66
19         6         0         0     22.79      0.88
19         7         0         0      1.42      0.88
19         8         0         0     21.18      0.65
19         9         0         0      1.03      0.65
19        10         0         0      32.1      0.62
19        11         0         0      0.91      0.62
19        12         0         0     21.43      0.72
19        13         0         0      0.85      0.72
19        14         0         0     21.32      0.92
19        15         0         0      0.97      0.92
19        16         0         0     31.31      0.65
19        17         0         0      1.24      0.65
19        18         0         0      25.6      0.77
19        19         0         0      1.17      0.77
19        20         0         0     30.03       0.8
19        21         0         0      1.15       0.8
19        22         0         0     30.94      0.61
19        23         0         0      1.24      0.61
19        24         0         0     28.44       0.7
19        25         0         0      1.11       0.7
19        26         0         0     40.15      0.78
19        27         0         0      1.11      0.78
19        28         0         0      25.0      0.69
19        29         0         0      1.33      0.69
19        30         0         0     28.03       0.7
19        31         0         0      1.01       0.7
19        32         0         0     23.46      0.92
19        33         0         0      1.15      0.92
19        36         0         0     17.97       1.1
19        37         0         0      1.26       1.1
19        40         0         0     28.51      0.77
19        41         0         0      1.45      0.77
19        44         0         0     36.23      0.63
19        45         0         0      1.11      0.63
19        48         0         0     38.36       0.6
19        49         0         0      1.54       0.6
19        52         0         0     37.22      0.76
19        53         0         0      1.09      0.76
19        56         0         0     31.84      0.67
19        57         0         0      1.13      0.67
20         4         0         0     24.08       0.8
20         5         0         0      1.12       0.8
20         8         0         0     32.27       0.6
20         9         0         0      1.64       0.6
20        12         0         0     30.42      0.65
20        13         0         0      1.32      0.65
20        16         0         0     32.03      0.57
20        17         0         0      1.96      0.57
20        20         0         0     30.72      0.59
20        21         0         0      1.51      0.59
20        24         0         0     18.18      0.99
20        25         0         0      0.97      0.99
20        28         0         0     20.22      0.98
20        29         0         0      0.96      0.98
20        32         0         0     26.48      0.76
20        33         0         0      2.41      0.76
20        34         0         0     24.39      0.78
20        35         0         0      1.04      0.78
20        36         0         0     30.99       0.6
20        37         0         0      1.37       0.6
20        38         0         0     29.25      0.62
20        39         0         0      1.35      0.62
20        40         0         0     45.63      0.42
20        41         0         0      1.97      0.42
20        42         0         0     19.49      1.03
20        43         0         0      0.88      1.03
20        44         0         0     27.17      0.71
20        45         0         0      0.96      0.71
20        46         0         0     24.42      0.78
20        47         0         0      1.26      0.78
20        48         0         0     28.33      0.67
20        49         0         0      1.41      0.67
20        50         0         0     23.63      0.77
20        51         0         0      0.95      0.77
20        52         0         0     32.08      0.61
20        53         0         0      1.26      0.61
20        54         0         0      26.2      0.77
20        55         0         0      0.87      0.77
20        56         0         0     25.65      0.78
20        57         0         0      0.73      0.78
20        58         0         0     22.39      0.86
20        59         0         0      0.96      0.86
21         6         0         0     24.13      0.96
21         7         0         0      1.32      0.96
21        10         0         0     22.88      0.99
21        11         0         0      1.13      0.99
21        14         0         0     26.28      0.99
21        15         0         0      2.06      0.99
21        18         0         0     26.71       0.9
21        19         0         0      1.55       0.9
21        22         0         0      22.0      1.08
21        23         0         0       1.3      1.08
21        26         0         0     23.06      1.15
21        27         0         0      1.32      1.15
21        30         0         0     21.42      1.06
21        31         0         0      1.43      1.06
21        32         0         0     33.25       0.6
21        33         0         0      2.29       0.6
21        34         0         0     28.93      0.77
21        35         0         0      2.22      0.77
21        36         0         0      34.5      0.65
21        37         0         0      2.18      0.65
21        38         0         0     34.59      0.71
21        39         0         0      1.87      0.71
21        40         0         0     33.69      0.69
21        41         0         0      1.78      0.69
21        42         0         0     44.17      0.56
21        43         0         0      2.48      0.56
21        44         0         0     29.51      0.81
21        45         0         0      1.53      0.81
21        46         0         0     28.45      0.87
21        47         0         0       1.8      0.87
21        48         0         0     43.22      0.52
21        49         0         0      1.77      0.52
21        50         0         0     40.11      0.57
21        51         0         0      2.09      0.57
21        52         0         0     34.23       0.7
21        53         0         0      2.12       0.7
21        54         0         0     36.49      0.65
21        55         0         0       1.5      0.65
21        56         0         0     35.44      0.67
21        57         0         0      1.93      0.67
21        58         0         0      41.5       0.6
21        59         0         0      1.77       0.6
