cl	ch	pe	sens
22	27	3.19	0.85
22	30	36.25	0.59
22	31	3.34	0.59
22	32	27.99	1.09
22	33	2.75	1.09
22	34	36.07	0.73
22	35	3.28	0.73
22	36	28.62	0.88
22	37	2.81	0.88
22	38	32.79	1.06
22	39	2.45	1.06
22	40	46.47	0.39
22	41	3.31	0.39
22	42	29.48	0.72
22	43	1.46	0.72
22	44	38.02	0.85
22	45	3.63	0.85
22	46	34.32	0.75
22	47	3.55	0.75
22	48	28.49	0.64
22	49	2.97	0.64
22	50	31.61	0.70
22	51	2.50	0.70
22	52	34.61	0.83
22	53	2.87	0.83
22	54	39.49	0.83
22	55	4.00	0.83
22	56	28.78	0.57
22	57	1.85	0.57
22	58	28.82	0.84
22	59	2.69	0.84
